filename,width,height,class,xmin,ymin,xmax,ymax
"  (1490).jpg",800,600,abeja,549,15,663,74
"  (1493).jpg",800,600,abeja,139,134,631,579
"  (1494).jpg",800,600,abeja,94,71,701,540
"  (1495).jpg",800,600,abeja,301,116,597,528
"  (1496).jpg",800,600,abeja,45,53,323,226
"  (1496).jpg",800,600,abeja,62,374,330,537
"  (1496).jpg",800,600,abeja,449,378,751,536
"  (1496).jpg",800,600,abeja,284,187,529,385
"  (1496).jpg",800,600,abeja,485,18,797,261
"  (1497).jpg",800,600,abeja,265,143,441,394
"  (1499).jpg",800,600,abeja,55,214,271,354
"  (150).jpg",800,600,abeja,32,87,754,534
"  (1500).jpg",800,600,abeja,328,248,713,422
"  (1500).jpg",800,600,abeja,157,134,500,323
"  (1502).jpg",800,600,abeja,377,213,572,410
"  (1503).jpg",800,600,abeja,68,30,792,565
"  (1504).jpg",800,600,abeja,345,350,499,487
"  (1507).jpg",800,600,abeja,164,103,485,352
"  (1508).jpg",800,600,abeja,265,54,704,463
"  (1509).jpg",800,600,abeja,317,12,631,403
"  (1510).jpg",800,600,abeja,407,177,529,360
"  (1511).jpg",800,600,abeja,242,130,675,492
"  (1512).jpg",800,600,abeja,280,114,580,500
"  (1513).jpg",800,600,abeja,98,120,412,474
"  (1514).jpg",800,600,abeja,191,153,720,498
"  (1515).jpg",800,600,abeja,446,76,582,179
"  (1515).jpg",800,600,abeja,608,110,741,204
"  (1516).jpg",800,600,abeja,121,219,456,472
"  (1520).jpg",800,600,abeja,43,183,800,544
"  (1521).jpg",800,600,abeja,330,158,639,450
"  (1522).jpg",800,600,abeja,220,184,561,421
"  (1523).jpg",800,600,abeja,31,288,110,424
"  (1523).jpg",800,600,abeja,103,319,173,464
"  (1523).jpg",800,600,abeja,434,379,508,573
"  (1523).jpg",800,600,abeja,626,281,748,387
"  (1523).jpg",800,600,abeja,280,222,377,326
"  (1523).jpg",800,600,abeja,205,196,281,321
"  (1523).jpg",800,600,abeja,504,153,573,300
"  (1523).jpg",800,600,abeja,102,89,207,190
"  (1523).jpg",800,600,abeja,236,45,317,191
"  (1524).jpg",800,600,abeja,1,98,437,504
"  (1525).jpg",800,600,abeja,61,171,574,443
"  (1526).jpg",800,600,abeja,159,214,305,436
"  (1527).jpg",800,600,abeja,478,235,612,398
"  (1528).jpg",800,600,abeja,293,100,501,373
"  (1529).jpg",800,600,abeja,194,156,628,549
"  (153).jpg",800,600,abeja,361,224,565,413
"  (1533).jpg",800,600,abeja,299,153,751,545
"  (1534).jpg",800,600,abeja,347,199,534,367
"  (1535).jpg",800,600,abeja,378,226,511,404
"  (1537).jpg",800,600,abeja,317,184,487,472
"  (1538).jpg",800,600,abeja,210,309,451,518
"  (1539).jpg",800,600,abeja,152,373,468,533
"  (154).jpg",800,600,abeja,329,90,740,512
"  (154).jpg",800,600,abeja,1,20,209,330
"  (154).jpg",800,600,abeja,106,216,332,587
"  (1543).jpg",800,600,abeja,485,134,631,246
"  (1544).jpg",800,600,abeja,105,61,551,456
"  (1545).jpg",800,600,abeja,195,113,438,404
"  (1547).jpg",800,600,abeja,293,290,441,411
"  (1551).jpg",800,600,abeja,17,50,699,469
"  (1552).jpg",800,600,abeja,249,122,486,444
"  (1554).jpg",800,600,abeja,118,50,575,395
"  (1556).jpg",800,600,abeja,181,92,524,314
"  (1557).jpg",800,600,abeja,198,222,435,352
"  (1558).jpg",800,600,abeja,375,73,710,504
"  (1559).jpg",800,600,abeja,150,83,381,326
"  (156).jpg",800,600,abeja,251,295,675,583
"  (1560).jpg",800,600,abeja,364,227,500,447
"  (1561).jpg",800,600,abeja,240,32,580,418
"  (1562).jpg",800,600,abeja,292,1,747,447
"  (1565).jpg",800,600,abeja,249,232,386,351
"  (1566).jpg",800,600,abeja,37,177,561,600
"  (1568).jpg",800,600,abeja,298,128,599,478
"  (157).jpg",800,600,abeja,323,88,729,520
"  (1570).jpg",800,600,abeja,74,43,641,398
"  (1571).jpg",800,600,abeja,441,326,600,486
"  (1572).jpg",800,600,abeja,38,357,199,570
"  (1572).jpg",800,600,abeja,595,334,713,535
"  (1572).jpg",800,600,abeja,546,2,755,187
"  (1573).jpg",800,600,abeja,514,189,728,335
"  (1574).jpg",800,600,abeja,279,155,521,354
"  (1576).jpg",800,600,abeja,459,109,661,535
"  (1576).jpg",800,600,abeja,650,163,800,570
"  (1578).jpg",800,600,abeja,194,53,744,490
"  (158).jpg",800,600,abeja,232,104,591,564
"  (1581).jpg",800,600,abeja,82,11,800,586
"  (1582).jpg",800,600,abeja,226,144,447,274
"  (1582).jpg",800,600,abeja,450,50,598,289
"  (1582).jpg",800,600,abeja,21,85,200,314
"  (1582).jpg",800,600,abeja,330,237,433,490
"  (1582).jpg",800,600,abeja,199,257,343,474
"  (1582).jpg",800,600,abeja,647,34,763,304
"  (1583).jpg",800,600,abeja,104,117,374,374
"  (1584).jpg",800,600,abeja,307,76,675,541
"  (1585).jpg",800,600,abeja,383,142,604,313
"  (1586).jpg",800,600,abeja,156,134,530,566
"  (1587).jpg",800,600,abeja,161,228,417,457
"  (1587).jpg",800,600,abeja,221,504,492,600
"  (1587).jpg",800,600,abeja,1,50,156,279
"  (1588).jpg",800,600,abeja,61,104,570,474
"  (1589).jpg",800,600,abeja,287,62,441,183
"  (1589).jpg",800,600,abeja,348,337,493,559
"  (1589).jpg",800,600,abeja,673,276,782,440
"  (1589).jpg",800,600,abeja,94,163,253,267
"  (159).jpg",800,600,abeja,470,302,568,449
"  (1591).jpg",800,600,abeja,293,169,500,293
"  (1596).jpg",800,600,abeja,82,104,378,404
"  (1596).jpg",800,600,abeja,333,97,648,323
"  (1598).jpg",800,600,abeja,331,200,602,517
"  (16).jpg",800,600,abeja,248,77,647,518
"  (160).jpg",800,600,abeja,102,20,663,421
"  (1600).jpg",800,600,abeja,40,8,800,585
"  (1601).jpg",800,600,abeja,321,181,648,399
"  (1602).jpg",800,600,abeja,188,83,727,455
"  (1605).jpg",800,600,abeja,78,1,681,562
"  (1608).jpg",800,600,abeja,60,3,711,574
"  (1609).jpg",800,600,abeja,143,218,385,515
"  (1609).jpg",800,600,abeja,400,192,697,551
"  (161).jpg",800,600,abeja,264,16,685,575
"  (1610).jpg",800,600,abeja,242,84,498,513
"  (1613).jpg",800,600,abeja,87,314,305,445
"  (1613).jpg",800,600,abeja,325,344,512,441
"  (1613).jpg",800,600,abeja,522,327,705,454
"  (1616).jpg",800,600,abeja,268,118,522,368
"  (1618).jpg",800,600,abeja,207,64,340,282
"  (1618).jpg",800,600,abeja,304,210,543,369
"  (1618).jpg",800,600,abeja,292,380,479,543
"  (1619).jpg",800,600,abeja,66,74,230,287
"  (162).jpg",800,600,abeja,75,101,429,436
"  (1620).jpg",800,600,abeja,221,214,387,343
"  (1622).jpg",800,600,abeja,143,17,641,571
"  (1624).jpg",800,600,abeja,391,138,634,328
"  (1625).jpg",800,600,abeja,72,5,641,539
"  (1629).jpg",800,600,abeja,403,132,619,406
"  (163).jpg",800,600,abeja,384,279,657,559
"  (1630).jpg",800,600,abeja,150,122,640,493
"  (1631).jpg",800,600,abeja,572,188,783,494
"  (1631).jpg",800,600,abeja,478,2,800,227
"  (1636).jpg",800,600,abeja,191,99,434,403
"  (1636).jpg",800,600,abeja,442,142,741,472
"  (1637).jpg",800,600,abeja,10,93,290,239
"  (1637).jpg",800,600,abeja,203,195,443,558
"  (1638).jpg",800,600,abeja,295,201,428,569
"  (1639).jpg",800,600,abeja,48,14,743,589
"  (1641).jpg",800,600,abeja,245,94,761,267
"  (1641).jpg",800,600,abeja,52,324,584,548
"  (1645).jpg",800,600,abeja,281,42,631,428
"  (1646).jpg",800,600,abeja,207,147,494,311
"  (1646).jpg",800,600,abeja,332,199,719,418
"  (1647).jpg",800,600,abeja,105,2,703,581
"  (1649).jpg",800,600,abeja,122,262,247,444
"  (1649).jpg",800,600,abeja,34,269,155,500
"  (1649).jpg",800,600,abeja,533,235,632,440
"  (1649).jpg",800,600,abeja,368,264,434,434
"  (1649).jpg",800,600,abeja,247,121,383,306
"  (1649).jpg",800,600,abeja,195,1,271,184
"  (1650).jpg",800,600,abeja,181,57,386,456
"  (1653).jpg",800,600,abeja,105,1,482,428
"  (1654).jpg",800,600,abeja,23,32,371,523
"  (1655).jpg",800,600,abeja,47,214,226,474
"  (1655).jpg",800,600,abeja,210,46,485,259
"  (1655).jpg",800,600,abeja,216,240,470,451
"  (1659).jpg",800,600,abeja,292,304,405,514
"  (1659).jpg",800,600,abeja,378,290,526,501
"  (1659).jpg",800,600,abeja,127,317,302,446
"  (1659).jpg",800,600,abeja,1,228,228,331
"  (1659).jpg",800,600,abeja,484,195,741,344
"  (1659).jpg",800,600,abeja,431,56,687,233
"  (1659).jpg",800,600,abeja,245,83,361,279
"  (1659).jpg",800,600,abeja,520,441,757,529
"  (166).jpg",800,600,abeja,64,101,370,260
"  (166).jpg",800,600,abeja,469,249,711,389
"  (1660).jpg",800,600,abeja,243,82,421,218
"  (1661).jpg",800,600,abeja,208,23,672,166
"  (1661).jpg",800,600,abeja,73,212,720,379
"  (1661).jpg",800,600,abeja,84,422,764,554
"  (1662).jpg",800,600,abeja,62,424,217,551
"  (1662).jpg",800,600,abeja,237,411,390,498
"  (1662).jpg",800,600,abeja,173,254,286,329
"  (1662).jpg",800,600,abeja,216,330,332,420
"  (1662).jpg",800,600,abeja,74,185,141,276
"  (1663).jpg",800,600,abeja,52,126,315,441
"  (1664).jpg",800,600,abeja,70,111,244,200
"  (1664).jpg",800,600,abeja,348,250,453,349
"  (1664).jpg",800,600,abeja,571,229,691,354
"  (1664).jpg",800,600,abeja,90,266,237,348
"  (1666).jpg",800,600,abeja,61,221,190,365
"  (1666).jpg",800,600,abeja,551,386,641,540
"  (1666).jpg",800,600,abeja,304,183,410,334
"  (1669).jpg",800,600,abeja,191,298,333,562
"  (1672).jpg",800,600,abeja,227,100,531,525
"  (1673).jpg",800,600,abeja,100,9,529,554
"  (1674).jpg",800,600,abeja,556,199,773,407
"  (1675).jpg",800,600,abeja,309,154,682,600
"  (1676).jpg",800,600,abeja,273,293,349,421
"  (1676).jpg",800,600,abeja,123,106,190,256
"  (1676).jpg",800,600,abeja,218,454,325,591
"  (1676).jpg",800,600,abeja,68,355,165,481
"  (1676).jpg",800,600,abeja,4,160,108,252
"  (1677).jpg",800,600,abeja,147,234,701,387
"  (1678).jpg",800,600,abeja,480,131,791,448
"  (1679).jpg",800,600,abeja,237,35,541,324
"  (168).jpg",800,600,abeja,405,1,766,547
"  (1680).jpg",800,600,abeja,83,5,741,534
"  (1686).jpg",800,600,abeja,213,103,727,477
"  (1687).jpg",800,600,abeja,232,84,678,579
"  (1688).jpg",800,600,abeja,182,48,240,159
"  (1688).jpg",800,600,abeja,215,456,413,600
"  (1688).jpg",800,600,abeja,531,426,660,535
"  (1688).jpg",800,600,abeja,17,456,176,596
"  (1688).jpg",800,600,abeja,138,364,247,456
"  (1688).jpg",800,600,abeja,239,62,287,166
"  (1688).jpg",800,600,abeja,278,75,338,183
"  (1688).jpg",800,600,abeja,351,90,403,175
"  (1688).jpg",800,600,abeja,294,242,358,354
"  (1688).jpg",800,600,abeja,74,145,167,221
"  (1688).jpg",800,600,abeja,261,352,336,448
"  (1688).jpg",800,600,abeja,541,337,629,416
"  (1688).jpg",800,600,abeja,631,358,731,417
"  (1689).jpg",800,600,abeja,212,161,608,568
"  (169).jpg",800,600,abeja,214,24,513,370
"  (1690).jpg",800,600,abeja,372,165,675,528
"  (1691).jpg",800,600,abeja,437,199,631,444
"  (1694).jpg",800,600,abeja,31,18,741,574
"  (1695).jpg",800,600,abeja,169,139,400,271
"  (1695).jpg",800,600,abeja,416,94,653,274
"  (1695).jpg",800,600,abeja,179,322,349,481
"  (1696).jpg",800,600,abeja,125,34,609,533
"  (17).jpg",800,600,abeja,311,123,611,371
"  (170).jpg",800,600,abeja,175,225,465,527
"  (1702).jpg",800,600,abeja,1,69,642,552
"  (1705).jpg",800,600,abeja,124,163,201,290
"  (1705).jpg",800,600,abeja,365,91,472,194
"  (1706).jpg",800,600,abeja,41,34,727,506
"  (1707).jpg",800,600,abeja,241,257,352,443
"  (1707).jpg",800,600,abeja,93,33,261,135
"  (1707).jpg",800,600,abeja,394,61,526,247
"  (1708).jpg",800,600,abeja,88,84,720,522
"  (1709).jpg",800,600,abeja,145,141,580,404
"  (171).jpg",800,600,abeja,1,114,797,494
"  (1710).jpg",800,600,abeja,357,50,614,382
"  (1710).jpg",800,600,abeja,65,104,393,404
"  (1711).jpg",800,600,abeja,336,63,507,393
"  (1714).jpg",800,600,abeja,377,151,800,346
"  (1715).jpg",800,600,abeja,94,477,363,600
"  (1715).jpg",800,600,abeja,1,18,185,185
"  (1715).jpg",800,600,abeja,161,72,367,251
"  (1715).jpg",800,600,abeja,422,13,680,99
"  (1715).jpg",800,600,abeja,655,30,782,260
"  (1715).jpg",800,600,abeja,440,147,672,358
"  (1715).jpg",800,600,abeja,488,408,724,584
"  (1715).jpg",800,600,abeja,632,446,800,598
"  (1716).jpg",800,600,abeja,478,240,750,435
"  (172).jpg",800,600,chax,438,151,607,342
"  (1720).jpg",800,600,abeja,9,127,352,349
"  (1721).jpg",800,600,abeja,117,124,307,304
"  (1722).jpg",800,600,abeja,135,49,697,492
"  (1723).jpg",800,600,abeja,164,192,476,391
"  (1724).jpg",800,600,abeja,18,342,116,508
"  (1724).jpg",800,600,abeja,96,464,241,580
"  (1724).jpg",800,600,abeja,225,265,343,443
"  (1724).jpg",800,600,abeja,117,203,208,346
"  (1724).jpg",800,600,abeja,49,242,152,397
"  (1724).jpg",800,600,abeja,331,200,496,277
"  (1724).jpg",800,600,abeja,645,159,702,286
"  (1724).jpg",800,600,abeja,459,359,540,519
"  (1724).jpg",800,600,abeja,237,79,357,244
"  (1728).jpg",800,600,abeja,33,138,757,512
"  (1729).jpg",800,600,abeja,439,84,720,242
"  (1729).jpg",800,600,abeja,279,257,531,439
"  (1729).jpg",800,600,abeja,24,123,271,434
"  (173).jpg",800,600,abeja,121,228,711,454
"  (1730).jpg",800,600,abeja,144,57,411,407
"  (1731).jpg",800,600,abeja,341,136,617,467
"  (1731).jpg",800,600,abeja,562,169,791,587
"  (1732).jpg",800,600,abeja,609,279,710,527
"  (1732).jpg",800,600,abeja,481,354,609,600
"  (1732).jpg",800,600,abeja,181,239,342,421
"  (1732).jpg",800,600,abeja,591,34,683,286
"  (1732).jpg",800,600,abeja,474,1,607,186
"  (1732).jpg",800,600,abeja,346,8,490,261
"  (1732).jpg",800,600,abeja,209,44,367,231
"  (1732).jpg",800,600,abeja,117,30,242,230
"  (1732).jpg",800,600,abeja,36,146,187,282
"  (1732).jpg",800,600,abeja,8,222,153,457
"  (1735).jpg",800,600,abeja,76,93,366,465
"  (1737).jpg",800,600,abeja,271,107,521,297
"  (1738).jpg",800,600,abeja,18,157,267,374
"  (1738).jpg",800,600,abeja,583,190,781,408
"  (1738).jpg",800,600,abeja,542,46,800,187
"  (174).jpg",800,600,abeja,411,229,539,364
"  (174).jpg",800,600,abeja,173,276,308,433
"  (174).jpg",800,600,abeja,182,1,301,164
"  (1741).jpg",800,600,abeja,193,120,490,387
"  (1742).jpg",800,600,abeja,346,239,621,426
"  (1743).jpg",800,600,abeja,98,226,235,357
"  (1743).jpg",800,600,abeja,257,254,438,335
"  (1744).jpg",800,600,abeja,8,14,631,586
"  (1745).jpg",800,600,abeja,493,230,622,396
"  (1746).jpg",800,600,abeja,5,184,526,554
"  (1747).jpg",800,600,abeja,220,116,322,325
"  (1747).jpg",800,600,abeja,364,331,517,558
"  (1747).jpg",800,600,abeja,639,364,800,595
"  (1747).jpg",800,600,abeja,525,180,695,351
"  (1747).jpg",800,600,abeja,266,259,408,435
"  (1747).jpg",800,600,abeja,510,70,691,247
"  (175).jpg",800,600,abeja,32,27,274,283
"  (175).jpg",800,600,abeja,433,69,673,311
"  (175).jpg",800,600,abeja,151,326,430,599
"  (1751).jpg",800,600,abeja,242,64,467,294
"  (1754).jpg",800,600,abeja,181,93,451,328
"  (1755).jpg",800,600,abeja,34,223,463,524
"  (1756).jpg",800,600,abeja,225,144,641,496
"  (1757).jpg",800,600,abeja,85,229,300,460
"  (1757).jpg",800,600,abeja,549,380,793,600
"  (1757).jpg",800,600,abeja,263,406,388,592
"  (1757).jpg",800,600,abeja,117,406,274,600
"  (1757).jpg",800,600,abeja,571,175,689,335
"  (1757).jpg",800,600,abeja,654,30,786,315
"  (1757).jpg",800,600,abeja,421,9,589,227
"  (1758).jpg",800,600,abeja,71,123,447,513
"  (1759).jpg",800,600,abeja,110,94,688,452
"  (176).jpg",800,600,abeja,20,167,800,517
"  (1760).jpg",800,600,abeja,211,137,723,405
"  (1761).jpg",800,600,abeja,1,5,785,569
"  (1762).jpg",800,600,abeja,32,269,282,496
"  (1762).jpg",800,600,abeja,141,413,480,587
"  (1762).jpg",800,600,abeja,441,250,655,503
"  (1762).jpg",800,600,abeja,437,22,725,209
"  (1762).jpg",800,600,abeja,275,183,518,384
"  (1768).jpg",800,600,abeja,66,244,345,375
"  (1768).jpg",800,600,abeja,15,366,255,517
"  (1768).jpg",800,600,abeja,307,268,500,432
"  (1768).jpg",800,600,abeja,461,281,640,458
"  (1768).jpg",800,600,abeja,521,436,781,552
"  (1768).jpg",800,600,abeja,406,130,645,295
"  (1768).jpg",800,600,abeja,342,19,570,180
"  (1769).jpg",800,600,abeja,421,184,623,384
"  (1770).jpg",800,600,abeja,469,10,726,265
"  (1770).jpg",800,600,abeja,1,170,282,338
"  (1770).jpg",800,600,abeja,1,301,300,575
"  (1771).jpg",800,600,abeja,135,165,522,549
"  (1772).jpg",800,600,abeja,21,3,800,593
"  (1773).jpg",800,600,abeja,292,188,425,359
"  (1774).jpg",800,600,chax,63,74,740,484
"  (1775).jpg",800,600,abeja,169,74,742,572
"  (1776).jpg",800,600,abeja,33,144,525,517
"  (1781).jpg",800,600,abeja,304,193,465,384
"  (1787).jpg",800,600,abeja,132,1,644,572
"  (1788).jpg",800,600,abeja,1,63,291,291
"  (1789).jpg",800,600,abeja,491,241,800,494
"  (1790).jpg",800,600,abeja,257,262,526,534
"  (1791).jpg",800,600,abeja,134,72,769,600
"  (1794).jpg",800,600,abeja,122,34,738,508
"  (1797).jpg",800,600,abeja,234,149,581,428
"  (18).jpg",800,600,abeja,75,41,515,405
"  (180).jpg",800,600,abeja,176,61,683,492
"  (1801).jpg",800,600,abeja,167,90,777,480
"  (1803).jpg",800,600,abeja,43,153,800,547
"  (1804).jpg",800,600,abeja,387,186,613,348
"  (1804).jpg",800,600,abeja,283,387,481,554
"  (1804).jpg",800,600,abeja,85,1,199,244
"  (1804).jpg",800,600,abeja,541,233,728,464
"  (1804).jpg",800,600,abeja,128,370,257,557
"  (1804).jpg",800,600,abeja,1,58,116,293
"  (1804).jpg",800,600,abeja,415,1,660,213
"  (1804).jpg",800,600,abeja,243,1,410,257
"  (1809).jpg",800,600,abeja,243,235,531,487
"  (181).jpg",800,600,abeja,120,55,392,439
"  (181).jpg",800,600,abeja,407,26,705,405
"  (181).jpg",800,600,abeja,531,143,792,470
"  (1810).jpg",800,600,abeja,273,265,528,462
"  (1811).jpg",800,600,abeja,47,19,587,398
"  (1812).jpg",800,600,abeja,260,157,700,577
"  (1813).jpg",800,600,chax,142,19,612,514
"  (1816).jpg",800,600,abeja,153,145,578,527
"  (1817).jpg",800,600,abeja,256,118,563,567
"  (1818).jpg",800,600,abeja,51,120,432,473
"  (1819).jpg",800,600,abeja,98,136,423,364
"  (182).jpg",800,600,abeja,208,9,629,414
"  (1820).jpg",800,600,abeja,11,116,772,478
"  (1823).jpg",800,600,abeja,78,64,342,440
"  (1823).jpg",800,600,abeja,361,54,729,417
"  (1824).jpg",800,600,abeja,285,1,800,563
"  (1825).jpg",800,600,abeja,129,1,332,255
"  (1828).jpg",800,600,abeja,135,71,536,426
"  (1829).jpg",800,600,abeja,232,186,361,280
"  (1829).jpg",800,600,abeja,210,374,301,457
"  (1829).jpg",800,600,abeja,132,372,223,451
"  (183).jpg",800,600,abeja,39,84,381,424
"  (183).jpg",800,600,chax,431,31,799,561
"  (1830).jpg",800,600,abeja,19,4,706,600
"  (1831).jpg",800,600,abeja,1,13,781,475
"  (1832).jpg",800,600,chax,86,53,706,502
"  (1833).jpg",800,600,abeja,22,15,742,573
"  (1834).jpg",800,600,abeja,333,182,551,346
"  (1834).jpg",800,600,abeja,479,339,666,547
"  (1837).jpg",800,600,abeja,90,133,401,415
"  (184).jpg",800,600,abeja,240,100,769,506
"  (1840).jpg",800,600,abeja,34,17,431,554
"  (1841).jpg",800,600,abeja,121,1,762,506
"  (1842).jpg",800,600,abeja,1,118,321,600
"  (1843).jpg",800,600,abeja,323,28,761,562
"  (1844).jpg",800,600,abeja,253,114,609,434
"  (1845).jpg",800,600,abeja,189,241,400,422
"  (1846).jpg",800,600,abeja,448,29,662,254
"  (1847).jpg",800,600,abeja,332,106,706,494
"  (1848).jpg",800,600,abeja,15,168,404,476
"  (1848).jpg",800,600,chax,402,206,800,428
"  (185).jpg",800,600,abeja,321,44,641,422
"  (1854).jpg",800,600,abeja,192,128,332,368
"  (1855).jpg",800,600,abeja,67,29,296,231
"  (1856).jpg",800,600,abeja,23,8,729,578
"  (1857).jpg",800,600,abeja,42,1,783,583
"  (1858).jpg",800,600,abeja,434,217,736,419
"  (1859).jpg",800,600,abeja,424,44,624,193
"  (186).jpg",800,600,abeja,45,31,737,583
"  (1860).jpg",800,600,abeja,136,202,431,430
"  (1861).jpg",800,600,abeja,118,148,704,508
"  (1862).jpg",800,600,abeja,66,4,769,587
"  (1865).jpg",800,600,chax,497,23,732,371
"  (1868).jpg",800,600,abeja,90,1,791,593
"  (1869).jpg",800,600,abeja,1,13,741,542
"  (187).jpg",800,600,abeja,323,253,565,454
"  (1871).jpg",800,600,abeja,123,5,769,572
"  (1872).jpg",800,600,abeja,111,234,246,389
"  (1872).jpg",800,600,abeja,7,390,111,519
"  (1872).jpg",800,600,abeja,102,416,218,551
"  (1872).jpg",800,600,abeja,460,21,598,158
"  (1872).jpg",800,600,abeja,621,67,685,184
"  (1873).jpg",800,600,abeja,158,115,681,552
"  (1874).jpg",800,600,abeja,107,44,679,504
"  (1875).jpg",800,600,abeja,413,148,562,284
"  (1878).jpg",800,600,abeja,361,146,451,254
"  (188).jpg",800,600,abeja,382,152,534,434
"  (188).jpg",800,600,abeja,527,146,709,388
"  (1881).jpg",800,600,abeja,347,94,800,502
"  (1881).jpg",800,600,abeja,25,40,314,346
"  (1882).jpg",800,600,chax,238,47,797,472
"  (1885).jpg",800,600,abeja,113,24,738,474
"  (1886).jpg",800,600,abeja,29,67,508,546
"  (1887).jpg",800,600,abeja,92,71,641,474
"  (1888).jpg",800,600,abeja,29,20,709,600
"  (1889).jpg",800,600,abeja,404,32,645,320
"  (189).jpg",800,600,abeja,1,91,796,560
"  (1892).jpg",800,600,abeja,184,64,631,365
"  (1893).jpg",800,600,abeja,297,191,558,424
"  (1894).jpg",800,600,abeja,227,109,655,544
"  (1895).jpg",800,600,abeja,138,94,662,362
"  (1896).jpg",800,600,abeja,67,133,550,548
"  (19).jpg",800,600,abeja,236,179,450,381
"  (1900).jpg",800,600,abeja,151,21,551,371
"  (1901).jpg",800,600,abeja,217,1,699,504
"  (1902).jpg",800,600,abeja,64,206,710,498
"  (1905).jpg",800,600,chax,53,114,681,511
"  (1906).jpg",800,600,abeja,189,42,647,514
"  (1907).jpg",800,600,abeja,1,302,447,600
"  (1907).jpg",800,600,abeja,332,6,800,311
"  (1907).jpg",800,600,abeja,478,351,731,600
"  (1908).jpg",800,600,abeja,39,29,334,329
"  (1909).jpg",800,600,abeja,321,82,482,244
"  (1910).jpg",800,600,abeja,4,109,800,478
"  (1911).jpg",800,600,abeja,11,1,794,599
"  (1914).jpg",800,600,abeja,164,288,231,389
"  (1914).jpg",800,600,abeja,414,215,526,305
"  (1917).jpg",800,600,abeja,130,85,666,364
"  (1918).jpg",800,600,abeja,28,326,155,439
"  (1918).jpg",800,600,abeja,439,21,559,144
"  (1918).jpg",800,600,abeja,437,147,560,259
"  (1918).jpg",800,600,abeja,285,210,390,332
"  (1918).jpg",800,600,abeja,424,454,538,550
"  (1919).jpg",800,600,abeja,111,92,701,542
"  (192).jpg",800,600,abeja,15,88,542,583
"  (1920).jpg",800,600,abeja,240,7,523,344
"  (1921).jpg",800,600,abeja,1,368,253,573
"  (1921).jpg",800,600,abeja,1,199,301,382
"  (1921).jpg",800,600,abeja,60,110,391,352
"  (1922).jpg",800,600,abeja,85,52,211,176
"  (1922).jpg",800,600,abeja,288,81,423,230
"  (1922).jpg",800,600,abeja,81,186,233,290
"  (1922).jpg",800,600,abeja,107,308,292,441
"  (1922).jpg",800,600,abeja,94,484,208,600
"  (1922).jpg",800,600,abeja,414,359,539,476
"  (1923).jpg",800,600,abeja,161,143,772,545
"  (1924).jpg",800,600,abeja,188,8,749,556
"  (1925).jpg",800,600,abeja,221,119,545,352
"  (193).jpg",800,600,abeja,142,35,456,353
"  (1931).jpg",800,600,abeja,348,258,699,517
"  (1932).jpg",800,600,abeja,357,249,570,400
"  (1933).jpg",800,600,abeja,341,36,759,512
"  (1933).jpg",800,600,abeja,61,253,328,587
"  (1933).jpg",800,600,abeja,13,1,211,368
"  (1934).jpg",800,600,abeja,204,280,669,600
"  (1935).jpg",800,600,abeja,319,90,756,538
"  (1936).jpg",800,600,abeja,236,105,618,547
"  (1937).jpg",800,600,abeja,474,299,571,450
"  (1938).jpg",800,600,abeja,108,1,669,428
"  (1939).jpg",800,600,abeja,247,2,684,581
"  (194).jpg",800,600,abeja,265,27,767,595
"  (1942).jpg",800,600,abeja,218,184,566,435
"  (1947).jpg",800,600,abeja,428,1,740,570
"  (1949).jpg",800,600,abeja,172,234,469,527
"  (195).jpg",800,600,abeja,257,1,434,251
"  (1950).jpg",800,600,abeja,3,96,800,512
"  (1951).jpg",800,600,abeja,125,224,675,436
"  (1952).jpg",800,600,abeja,200,291,334,422
"  (1952).jpg",800,600,abeja,411,214,548,376
"  (1952).jpg",800,600,abeja,1,402,71,523
"  (1952).jpg",800,600,abeja,181,1,297,173
"  (1953).jpg",800,600,abeja,51,21,299,283
"  (1953).jpg",800,600,abeja,421,93,654,300
"  (1953).jpg",800,600,abeja,133,333,420,600
"  (1954).jpg",800,600,abeja,2,19,800,552
"  (1957).jpg",800,600,abeja,414,106,599,419
"  (1959).jpg",800,600,abeja,141,62,708,482
"  (1960).jpg",800,600,abeja,116,62,408,434
"  (1960).jpg",800,600,abeja,426,17,713,409
"  (1963).jpg",800,600,abeja,38,83,399,416
"  (1963).jpg",800,600,chax,417,32,800,548
"  (1964).jpg",800,600,abeja,232,100,767,513
"  (1965).jpg",800,600,abeja,326,50,653,448
"  (1966).jpg",800,600,abeja,46,24,767,558
"  (1967).jpg",800,600,abeja,325,271,545,420
"  (197).jpg",800,600,abeja,20,28,561,540
"  (1970).jpg",800,600,abeja,1,84,794,573
"  (1971).jpg",800,600,abeja,1,12,774,600
"  (1972).jpg",800,600,abeja,472,2,758,340
"  (1973).jpg",800,600,abeja,39,84,532,574
"  (1974).jpg",800,600,abeja,151,47,438,354
"  (1978).jpg",800,600,abeja,27,39,545,546
"  (1979).jpg",800,600,abeja,258,122,740,504
"  (198).jpg",800,600,abeja,222,82,733,475
"  (1980).jpg",800,600,abeja,70,232,358,467
"  (1983).jpg",800,600,abeja,134,104,771,600
"  (1984).jpg",800,600,abeja,100,4,568,461
"  (1985).jpg",800,600,abeja,83,33,709,490
"  (1986).jpg",800,600,abeja,67,59,664,600
"  (1987).jpg",800,600,abeja,81,112,800,569
